1824.452,0.741,850,28.08,0.062,-0.052,1.031,0,0,0
1824.482,0.721,850,28.040001,0.06,-0.037,1.022,0,-0.001,0
1824.542,0.721,850,28.08,0.031,-0.042,1.027,-0.001,-0.003,0
1824.602,0.762,850,28.09,0.044,-0.048,1.02,0,0,0
1824.632,0.762,850,28.08,0.06,-0.048,1.027,0,0,-0.001
1824.662,0.762,850,28.08,0.06,-0.048,1.027,0,0,-0.001
1824.722,0.8,850,28.08,0.033,-0.041,1.02,0,-0.001,0
1824.812,0.83,850,28.040001,0.031,-0.037,1.015,0,0,0
1824.872,0.83,850,28.08,0.031,-0.042,1.023,0,0,0
1824.962,0.86,850,28.049999,0.045,-0.05,1.021,-0.001,0,0
1825.022,0.825,850,28.08,0.046,-0.048,1.022,0,0,0
1825.112,0.799,850,28.08,0.031,-0.048,1.02,-0.002,0,0
1825.172,0.799,850,28.08,0.045,-0.048,1.015,0,0,0
1825.232,0.762,850,28.040001,0.031,-0.048,1.021,0,0,-0.002
1825.262,0.762,850,28.040001,0.045,-0.048,1.015,-0.001,0,0
1825.292,0.726,850,28.08,0.058,-0.037,1.013,-0.001,0,0
1825.352,0.726,850,28.08,0.033,-0.042,1.017,0,-0.001,0
1825.442,0.755,850,28.08,0.058,-0.037,1.022,0,-0.001,0
1825.502,0.786,850,28.08,0.058,-0.046,1.013,0,0,0
1825.592,0.823,850,28.09,0.06,-0.048,1.029,0,0,0
1825.652,0.823,850,28.08,0.06,-0.037,1.022,-0.001,0.001,0
1825.742,0.789,850,28.08,0.046,-0.041,1.02,0,0,0
1825.802,0.756,850,28.08,0.06,-0.048,1.023,0,0,0
1825.862,0.756,850,28.08,0.045,-0.048,1.02,0,0,0
1825.892,0.724,850,28.08,0.045,-0.048,1.022,0,0,0
1825.922,0.724,850,28.08,0.044,-0.046,1.024,0,0,0
1825.982,0.724,850,28.040001,0.062,-0.041,1.024,0,-0.001,0
1826.072,0.698,850,28.09,0.031,-0.042,1.031,0,0,-0.001
1826.132,0.742,850,28.09,0.06,-0.039,1.015,0,0,0
1826.222,0.781,850,28.049999,0.046,-0.048,1.021,-0.001,0,-0.001
1826.282,0.805,850,28.049999,0.047,-0.037,1.015,-0.001,0,0
1826.342,0.805,850,28.049999,0.033,-0.035,1.015,0,0,-0.001
1826.402,0.771,850,28.08,0.031,-0.037,1.013,0,0,0
1826.462,0.771,850,28.09,0.06,-0.041,1.031,0,0,0
1826.552,0.749,850,28.09,0.031,-0.041,1.022,0,-0.001,0
1826.612,0.72,850,28.040001,0.033,-0.048,1.02,0,0,0
1826.702,0.699,850,28.049999,0.031,-0.037,1.015,-0.001,0,0
1826.762,0.699,850,28.049999,0.033,-0.044,1.017,0,0,0
1826.822,0.73,850,28.09,0.062,-0.043,1.022,0,0,0
1826.882,0.762,850,28.09,0.06,-0.048,1.02,0,0,0
1826.942,0.762,850,28.049999,0.06,-0.041,1.029,0,-0.001,0
1827.032,0.8,850,28.09,0.06,-0.039,1.031,-0.001,0.001,-0.001
1827.092,0.773,850,28.09,0.06,-0.046,1.027,0,0,-0.002
1827.182,0.773,850,28.09,0.045,-0.037,1.023,0,0,0
1827.242,0.743,850,28.049999,0.06,-0.046,1.021,-0.001,0,0
1827.332,0.707,850,28.040001,0.045,-0.041,1.022,0,0,0
1827.392,0.686,850,28.08,0.031,-0.048,1.029,0,0,0
1827.452,0.686,850,28.09,0.033,-0.048,1.013,0,0,0
1827.482,0.714,850,28.09,0.033,-0.048,1.013,0,0,0
1827.512,0.714,850,28.09,0.031,-0.048,1.022,0,0,0
1827.572,0.743,850,28.049999,0.06,-0.037,1.017,0,-0.001,0
1827.662,0.743,850,28.08,0.06,-0.041,1.021,0,-0.001,0
1827.722,0.774,850,28.08,0.06,-0.041,1.021,0,0,0
1827.812,0.799,850,28.09,0.044,-0.041,1.022,0,0,-0.001
1827.872,0.769,850,28.09,0.031,-0.048,1.027,-0.001,0,0
1827.962,0.769,850,28.09,0.06,-0.046,1.029,0,0,0
1828.022,0.743,850,28.08,0.044,-0.037,1.022,0,0,-0.001
1828.082,0.743,850,28.049999,0.044,-0.037,1.024,0,0,0
1828.112,0.714,850,28.09,0.044,-0.037,1.024,0,0,0
1828.142,0.714,850,28.09,0.031,-0.042,1.022,-0.001,-0.001,0
1828.202,0.748,850,28.08,0.029,-0.042,1.023,0,0,0
1828.292,0.775,850,28.08,0.046,-0.048,1.017,0,0,0
1828.352,0.775,850,28.09,0.029,-0.048,1.029,0,-0.001,0
1828.442,0.797,850,28.09,0.062,-0.037,1.013,-0.001,0,0
1828.502,0.818,850,28.09,0.031,-0.048,1.029,0,0,0
1828.592,0.787,850,28.09,0.045,-0.041,1.029,0,0,0
1828.652,0.787,850,28.09,0.046,-0.037,1.021,-0.001,0,0
1828.712,0.75,850,28.09,0.062,-0.037,1.021,0,-0.001,0
1828.742,0.75,850,28.049999,0.045,-0.048,1.015,0,0,0
1828.772,0.709,850,28.049999,0.045,-0.048,1.015,0,0,0
1828.832,0.709,850,28.09,0.044,-0.04,1.029,0,0,0
1828.922,0.676,850,28.09,0.06,-0.037,1.013,0,-0.002,0
1828.982,0.709,850,28.08,0.031,-0.037,1.029,0,0,0
1829.072,0.709,850,28.09,0.045,-0.042,1.015,-0.001,0,0
1829.132,0.736,850,28.08,0.033,-0.037,1.015,-0.001,0,0
1829.222,0.759,850,28.08,0.06,-0.035,1.029,0,-0.002,0
1829.282,0.759,850,28.049999,0.045,-0.048,1.021,-0.001,-0.001,0
1829.342,0.73,850,28.09,0.06,-0.048,1.029,0,0,0
1829.372,0.73,850,28.09,0.06,-0.048,1.027,-0.002,0,0
1829.402,0.702,850,28.059999,0.06,-0.048,1.027,-0.002,0,0
1829.462,0.702,850,28.09,0.044,-0.05,1.013,-0.001,0,0
1829.552,0.661,850,28.09,0.033,-0.042,1.022,0,0,0
1829.612,0.631,850,28.09,0.058,-0.037,1.021,0,0,-0.001
1829.702,0.665,850,28.09,0.045,-0.037,1.013,-0.001,0,0
1829.762,0.665,850,28.09,0.06,-0.048,1.021,-0.001,0,0
1829.822,0.698,850,28.09,0.06,-0.048,1.022,0,0,0
1829.852,0.698,850,28.08,0.046,-0.037,1.015,-0.001,0,0
1829.882,0.722,850,28.049999,0.046,-0.037,1.015,-0.001,0,0
1829.942,0.722,850,28.059999,0.031,-0.037,1.023,-0.001,0,0
1830.032,0.69,850,28.09,0.031,-0.046,1.029,0,0,-0.001
1830.092,0.658,850,28.049999,0.031,-0.037,1.029,0,-0.001,0
1830.182,0.635,850,28.09,0.046,-0.041,1.021,0,0.001,0
1830.242,0.635,850,28.09,0.062,-0.042,1.023,-0.001,-0.002,0
1830.302,0.608,850,28.09,0.045,-0.05,1.015,-0.001,0.001,0
1830.332,0.608,850,28.09,0.029,-0.037,1.022,0,0,0
1830.362,0.608,850,28.08,0.029,-0.037,1.022,0,0,0
1830.422,0.645,850,28.09,0.062,-0.037,1.022,0,0,0
1830.512,0.68,850,28.09,0.029,-0.037,1.021,0,0,0
1830.572,0.68,850,28.049999,0.045,-0.037,1.022,0,0,0
1830.662,0.713,850,28.09,0.062,-0.048,1.015,-0.002,0,0
1830.722,0.675,850,28.059999,0.045,-0.037,1.013,0,0,0
1830.812,0.652,850,28.09,0.06,-0.037,1.022,0,0,0
1830.872,0.652,850,28.09,0.029,-0.044,1.023,0,0,0
1830.932,0.625,850,28.09,0.029,-0.048,1.031,0,0,0
1830.962,0.625,850,28.09,0.06,-0.037,1.027,0,0,-0.002
1830.992,0.604,850,28.049999,0.06,-0.037,1.027,0,0,-0.002
1831.052,0.604,850,28.09,0.06,-0.037,1.029,-0.001,0,0
1831.142,0.649,850,28.09,0.031,-0.041,1.013,0,0,0
1831.202,0.676,850,28.08,0.033,-0.042,1.029,-0.001,0,0
1831.292,0.708,850,28.08,0.058,-0.05,1.027,0,-0.001,0
1831.352,0.708,850,28.09,0.06,-0.048,1.021,0,0,0
1831.442,0.739,850,28.059999,0.062,-0.042,1.027,-0.001,0,0
1831.502,0.712,850,28.059999,0.045,-0.037,1.022,0,0,0
1831.562,0.712,850,28.049999,0.033,-0.048,1.015,0,-0.001,0
1831.592,0.675,850,28.049999,0.031,-0.042,1.029,0,0,0
1831.622,0.675,850,28.049999,0.031,-0.046,1.029,0,0,-0.001
1831.682,0.675,850,28.049999,0.046,-0.041,1.013,0,0,0
1831.772,0.638,850,28.09,0.06,-0.037,1.023,0,-0.002,0
1831.832,0.674,850,28.09,0.029,-0.037,1.029,-0.001,0,0
1831.922,0.709,850,28.09,0.047,-0.048,1.022,0,0,0
1831.982,0.747,850,28.059999,0.029,-0.05,1.029,-0.001,-0.001,0
1832.072,0.747,850,28.09,0.045,-0.042,1.029,-0.001,-0.001,0
1832.132,0.783,851,28.049999,0.06,-0.037,1.011,0,0,0
1832.192,0.683,850,28.09,0.06,-0.037,1.029,-0.001,0,0
1832.222,0.683,850,28.09,0.06,-0.048,1.029,0,0,0
1832.252,0.683,850,28.049999,0.058,-0.037,1.015,-0.002,0,0
1832.312,0.648,850,28.059999,0.031,-0.048,1.022,0,-0.001,0
1832.402,0.622,850,28.059999,0.045,-0.042,1.013,0,-0.001,-0.001
1832.462,0.622,850,28.09,0.06,-0.037,1.029,0,-0.001,0
1832.552,0.605,850,28.049999,0.06,-0.041,1.015,0,0,0
1832.612,0.637,850,28.09,0.062,-0.048,1.029,0,0,0
1832.672,0.637,850,28.09,0.06,-0.048,1.031,0,0,-0.001
1832.702,0.682,850,28.09,0.06,-0.048,1.031,0,0,-0.001
1832.732,0.682,850,28.08,0.031,-0.042,1.029,0,0.001,0
1832.792,0.724,850,28.049999,0.031,-0.037,1.015,0,0.001,0
1832.882,0.724,850,28.09,0.06,-0.037,1.022,0,0,0
1832.942,0.695,850,28.049999,0.06,-0.048,1.023,0,0,-0.001
1833.032,0.668,850,28.08,0.058,-0.042,1.015,0,0,0
1833.092,0.643,850,28.09,0.045,-0.042,1.023,0,0,0
1833.152,0.643,850,28.059999,0.029,-0.048,1.029,-0.001,-0.002,0
1833.212,0.626,850,28.09,0.031,-0.043,1.022,0,0,-0.001
1833.272,0.626,850,28.09,0.031,-0.037,1.022,-0.001,0,0.001
1833.362,0.665,850,28.09,0.031,-0.041,1.023,0,0,0
1833.422,0.703,850,28.09,0.046,-0.042,1.021,0,-0.002,0.001
1833.512,0.729,850,28.049999,0.044,-0.037,1.013,-0.001,0,-0.001
1833.572,0.699,850,28.09,0.031,-0.037,1.021,0,0,0
1833.662,0.699,850,28.09,0.031,-0.037,1.029,0,0,0
1833.722,0.679,850,28.09,0.06,-0.041,1.027,0,0,0
1833.782,0.679,850,28.09,0.031,-0.037,1.015,0,0,0
1833.812,0.663,850,28.08,0.031,-0.037,1.015,0,0,0
1833.842,0.663,850,28.08,0.062,-0.046,1.021,-0.001,-0.002,0
1833.902,0.638,850,28.09,0.06,-0.037,1.015,0,0,0
1833.992,0.686,850,28.09,0.06,-0.042,1.015,0,0,0
1834.052,0.686,850,28.059999,0.031,-0.046,1.022,-0.002,0,0
1834.142,0.715,850,28.059999,0.029,-0.048,1.029,0,-0.002,0
1834.202,0.75,850,28.09,0.06,-0.048,1.022,0,0,0
1834.292,0.73,850,28.09,0.058,-0.042,1.031,-0.001,0,0
1834.352,0.73,850,28.09,0.044,-0.037,1.017,0,-0.001,0
1834.412,0.697,850,28.049999,0.06,-0.046,1.027,0,-0.001,0
1834.442,0.697,850,28.08,0.06,-0.046,1.027,0,-0.001,0
1834.472,0.697,850,28.08,0.045,-0.037,1.022,0,0,0
1834.532,0.672,850,28.09,0.046,-0.037,1.021,0,-0.001,0
1834.622,0.656,850,28.049999,0.045,-0.037,1.021,0,-0.001,0
1834.682,0.702,850,28.049999,0.046,-0.037,1.029,0,0,0
1834.742,0.702,850,28.09,0.062,-0.046,1.015,0,0,0
1834.802,0.732,850,28.1,0.045,-0.048,1.031,0,-0.001,0
1834.862,0.732,850,28.049999,0.046,-0.041,1.029,0,0,0
1834.892,0.773,850,28.049999,0.058,-0.042,1.023,-0.001,0,0
1834.922,0.773,850,28.09,0.058,-0.042,1.023,-0.001,0,0
1834.982,0.798,850,28.08,0.046,-0.042,1.021,0,0,0
1835.042,0.798,850,28.09,0.06,-0.048,1.029,0,0,0
1835.072,0.798,850,28.059999,0.045,-0.042,1.017,-0.001,0,0
1835.102,0.773,850,28.059999,0.045,-0.042,1.017,-0.001,0,0
1835.162,0.773,850,28.09,0.06,-0.041,1.023,0,0,0
1835.252,0.744,850,28.09,0.045,-0.042,1.015,0,0,0
1835.312,0.722,850,28.08,0.06,-0.041,1.021,0,0,0
1835.402,0.758,850,28.049999,0.031,-0.037,1.023,0,0,0
1835.462,0.758,850,28.08,0.06,-0.046,1.027,0,0,-0.002
1835.522,0.796,850,28.049999,0.046,-0.042,1.022,0,0,0
1835.552,0.796,850,28.09,0.06,-0.048,1.029,-0.001,0,0
1835.582,0.834,850,28.09,0.06,-0.048,1.029,-0.001,0,0
1835.642,0.834,850,28.059999,0.06,-0.037,1.022,-0.001,-0.001,-0.001
1835.732,0.869,850,28.09,0.029,-0.048,1.02,0,0,0
1835.792,0.834,850,28.09,0.06,-0.048,1.023,0,0,0
1835.852,0.834,850,28.09,0.062,-0.046,1.029,-0.001,0,0
1835.912,0.806,850,28.09,0.06,-0.042,1.013,0,0,0
1835.972,0.774,850,28.09,0.06,-0.048,1.023,-0.001,0,0
1836.002,0.774,850,28.09,0.06,-0.037,1.011,0,-0.002,0
1836.032,0.774,850,28.049999,0.06,-0.041,1.022,0,0,0
1836.092,0.742,850,28.049999,0.06,-0.042,1.022,0,-0.001,0
1836.152,0.742,850,28.09,0.058,-0.041,1.023,-0.003,0,0
1836.182,0.742,850,28.049999,0.06,-0.048,1.029,-0.001,0,0
1836.212,0.783,850,28.09,0.06,-0.048,1.029,-0.001,0,0
1836.362,0.807,850,28.09,0.031,-0.041,1.015,0,0,0
1836.422,0.83,850,28.09,0.031,-0.037,1.029,0,0,0
1836.512,0.796,850,28.049999,0.06,-0.048,1.029,0,0,0
1836.572,0.796,850,28.08,0.062,-0.05,1.031,-0.002,0,0
1836.662,0.769,850,28.09,0.029,-0.043,1.015,0,0,0
1836.722,0.73,850,28.09,0.044,-0.041,1.029,0,0,0
1836.782,0.699,850,28.129999,0.044,-0.037,1.022,0,0,0
1836.812,0.699,850,28.049999,0.045,-0.048,1.015,0,0,0
1836.842,0.699,850,28.049999,0.045,-0.048,1.015,0,0,0
1836.902,0.743,850,28.049999,0.046,-0.046,1.021,0,0,0
1836.992,0.785,850,28.049999,0.062,-0.05,1.031,0,0,0
1837.052,0.785,850,28.049999,0.06,-0.037,1.022,0,0,0
1837.142,0.816,850,28.049999,0.044,-0.042,1.023,0,-0.002,0
1837.202,0.782,850,28.08,0.058,-0.046,1.031,-0.001,0,0
1837.262,0.782,850,28.059999,0.06,-0.037,1.029,0,-0.001,0
1837.292,0.755,850,28.08,0.033,-0.035,1.031,-0.001,-0.001,0
1837.322,0.755,850,28.09,0.033,-0.035,1.031,-0.001,-0.001,0
1837.382,0.716,850,28.09,0.046,-0.041,1.013,0,0,0
1837.472,0.716,850,28.040001,0.029,-0.041,1.022,-0.001,0,0
1837.532,0.682,850,28.08,0.047,-0.046,1.021,-0.001,0,0
1837.622,0.718,850,28.09,0.029,-0.041,1.021,0,0,0
1837.682,0.718,850,28.049999,0.044,-0.048,1.027,0,0,0
1837.772,0.757,850,28.09,0.06,-0.037,1.029,-0.001,0,0
1837.832,0.796,850,28.049999,0.06,-0.041,1.031,0,0,0
1837.892,0.767,850,28.09,0.06,-0.048,1.029,0,0,0
1837.922,0.767,850,28.040001,0.031,-0.037,1.021,0,-0.001,0
1837.952,0.767,850,28.09,0.06,-0.041,1.021,0,-0.001,0
1838.012,0.732,850,28.09,0.044,-0.046,1.015,-0.001,-0.003,0
1838.102,0.706,850,28.049999,0.058,-0.037,1.029,-0.001,0,-0.001
1838.162,0.706,850,28.040001,0.045,-0.048,1.013,0,0,0
1838.252,0.667,850,28.08,0.046,-0.037,1.017,0,0,-0.001
1838.312,0.7,850,28.09,0.06,-0.041,1.011,0,0,0
1838.372,0.726,850,28.059999,0.044,-0.041,1.013,-0.001,0,0
1838.432,0.726,850,28.049999,0.06,-0.05,1.031,-0.002,0,0
1838.492,0.768,850,28.09,0.029,-0.04,1.015,0,0,0
1838.582,0.768,850,28.049999,0.06,-0.048,1.023,0,-0.002,0
1838.642,0.728,850,28.09,0.044,-0.048,1.031,0,0,0
1838.732,0.705,850,28.09,0.045,-0.048,1.029,0,0,0
1838.792,0.681,850,28.09,0.033,-0.046,1.029,-0.001,0,0
1838.882,0.681,850,28.09,0.045,-0.048,1.029,-0.001,0,0
1838.942,0.66,850,28.08,0.046,-0.035,1.015,0,0.001,-0.001
1839.002,0.699,850,28.08,0.06,-0.042,1.023,0,0,0
1839.032,0.699,850,28.08,0.06,-0.037,1.027,0,0,0
1839.062,0.699,850,28.059999,0.045,-0.042,1.015,0,0,0
1839.122,0.728,850,28.08,0.045,-0.048,1.022,0,0,0
1839.212,0.771,850,28.049999,0.045,-0.037,1.02,-0.001,0,0
1839.272,0.771,850,28.059999,0.046,-0.037,1.021,-0.001,0,0
1839.362,0.801,850,28.049999,0.06,-0.042,1.021,0,0,0
1839.422,0.765,850,28.09,0.046,-0.037,1.031,0,0,0
1839.512,0.733,850,28.049999,0.045,-0.048,1.013,0,0,0
1839.572,0.701,850,28.08,0.06,-0.041,1.021,0,0,0
1839.632,0.701,850,28.09,0.044,-0.048,1.021,0,0,0
1839.662,0.701,850,28.049999,0.044,-0.048,1.021,0,0,0
1839.692,0.735,850,28.049999,0.047,-0.05,1.023,0,0,0
1839.752,0.735,850,28.049999,0.06,-0.037,1.029,-0.001,0,-0.002
1839.842,0.775,850,28.049999,0.06,-0.037,1.021,-0.002,0,-0.001
1839.902,0.805,850,28.08,0.06,-0.048,1.022,-0.001,-0.001,0
1839.992,0.834,850,28.049999,0.031,-0.042,1.023,0,0,0
1840.052,0.834,850,28.049999,0.06,-0.041,1.027,0,0,0
1840.142,0.791,850,28.08,0.033,-0.037,1.031,0,-0.001,0
1840.202,0.754,850,28.08,0.046,-0.048,1.02,0,-0.002,0
1840.262,0.754,850,28.049999,0.031,-0.037,1.022,0,0,0
1840.292,0.722,850,28.049999,0.031,-0.037,1.022,0,0,0
1840.322,0.722,850,28.049999,0.045,-0.043,1.021,0,0,0
1840.382,0.686,850,28.08,0.06,-0.048,1.015,0,0,0
1840.472,0.72,850,28.09,0.031,-0.042,1.022,0,-0.001,-0.001
1840.532,0.72,850,28.08,0.058,-0.042,1.027,0,0,0
1840.592,0.758,850,28.040001,0.046,-0.037,1.013,0,0,0
1840.622,0.758,850,28.040001,0.046,-0.037,1.013,0,0,0
1840.652,0.758,850,28.09,0.033,-0.037,1.017,-0.001,0,0
1840.712,0.783,850,28.08,0.064,-0.048,1.031,0,-0.001,0
1840.802,0.75,850,28.09,0.062,-0.046,1.021,0,0,0
1840.862,0.75,850,28.049999,0.031,-0.048,1.022,0,0,0
1840.952,0.72,850,28.09,0.031,-0.042,1.022,0,0,0
1841.012,0.691,850,28.08,0.045,-0.037,1.021,-0.001,0,0
1841.072,0.691,850,28.08,0.033,-0.048,1.029,-0.002,0,-0.001
1841.132,0.657,850,28.09,0.06,-0.041,1.029,0,0,0
1841.192,0.691,850,28.09,0.06,-0.048,1.021,-0.002,0,0
1841.282,0.691,850,28.049999,0.058,-0.037,1.027,-0.001,0,0
1841.342,0.729,850,28.09,0.031,-0.037,1.011,0,0,0
1841.432,0.76,850,28.049999,0.046,-0.048,1.033,0,-0.002,0
1841.492,0.72,850,28.09,0.031,-0.048,1.013,0,-0.001,0
1841.582,0.691,850,28.08,0.047,-0.043,1.023,0,-0.001,0
1841.642,0.691,850,28.08,0.06,-0.048,1.029,0,0,0
1841.732,0.67,850,28.08,0.045,-0.041,1.021,-0.001,-0.001,0
1841.792,0.637,850,28.08,0.031,-0.041,1.029,0,0,0
1841.852,0.637,850,28.08,0.046,-0.048,1.013,-0.001,-0.001,0
1841.882,0.664,850,28.049999,0.062,-0.048,1.031,0,0,0
1841.912,0.664,850,28.049999,0.062,-0.048,1.031,0,0,0
1841.972,0.664,850,28.049999,0.046,-0.041,1.023,0,-0.001,0
1842.062,0.7,850,28.049999,0.06,-0.046,1.031,0,-0.001,0
1842.122,0.731,850,28.09,0.046,-0.05,1.022,-0.001,-0.002,0
1842.212,0.693,850,28.08,0.062,-0.037,1.015,-0.001,0.001,-0.002
1842.272,0.693,850,28.08,0.046,-0.05,1.021,-0.001,0,-0.001
1842.362,0.663,850,28.09,0.06,-0.048,1.027,0,0,0
1842.422,0.64,850,28.08,0.062,-0.041,1.029,-0.002,0,0
1842.482,0.614,850,28.09,0.06,-0.046,1.023,0,0,0
1842.512,0.614,850,28.09,0.033,-0.048,1.021,0,-0.003,0
1842.542,0.614,850,28.049999,0.033,-0.048,1.021,0,-0.003,0
1842.602,0.657,850,28.08,0.045,-0.048,1.029,0,-0.001,0
1842.692,0.699,850,28.08,0.06,-0.048,1.029,0,0,0
1842.752,0.699,850,28.049999,0.045,-0.037,1.022,0,0.001,0
1842.842,0.733,850,28.049999,0.045,-0.048,1.029,0,0,0
1842.902,0.771,850,28.040001,0.062,-0.037,1.013,0,0,0
1842.992,0.739,850,28.049999,0.062,-0.046,1.025,0,-0.001,0
1843.052,0.739,850,28.08,0.031,-0.037,1.029,0,0,0
1843.112,0.714,850,28.049999,0.06,-0.037,1.022,0,0,0
1843.172,0.714,850,28.09,0.06,-0.048,1.013,0,0,0
1843.232,0.691,850,28.08,0.033,-0.042,1.027,-0.001,0,0
1843.322,0.725,850,28.049999,0.06,-0.037,1.013,-0.002,0,-0.001
1843.382,0.725,850,28.09,0.033,-0.037,1.023,-0.002,0,0
1843.472,0.759,850,28.08,0.029,-0.042,1.022,0,0,0
1843.532,0.789,850,28.09,0.06,-0.037,1.015,-0.003,0,0
1843.622,0.819,850,28.049999,0.031,-0.041,1.013,0,-0.001,0
1843.682,0.787,850,28.08,0.06,-0.042,1.027,0,0,0
1843.742,0.787,850,28.08,0.046,-0.037,1.021,-0.001,0,0
1843.772,0.76,850,28.08,0.06,-0.037,1.029,-0.001,0,-0.001
1843.802,0.76,850,28.08,0.06,-0.042,1.013,0,0,0
1843.862,0.76,850,28.049999,0.044,-0.037,1.017,0,-0.002,-0.001
1843.952,0.723,850,28.08,0.058,-0.037,1.031,0,0,0
1844.012,0.702,850,28.08,0.06,-0.05,1.022,-0.001,-0.001,0
1844.072,0.737,850,28.049999,0.033,-0.043,1.023,-0.001,0,0
1844.102,0.737,850,28.049999,0.058,-0.048,1.022,0,0,0
1844.132,0.737,850,28.09,0.031,-0.037,1.013,0,-0.002,0
1844.192,0.76,850,28.040001,0.046,-0.048,1.017,-0.001,0,0
1844.252,0.76,850,28.08,0.06,-0.05,1.031,0,0,0
1844.312,0.799,850,28.08,0.06,-0.048,1.029,0,0,0
1844.372,0.799,850,28.040001,0.031,-0.048,1.031,0,0,0
1844.402,0.773,850,28.040001,0.031,-0.048,1.031,0,0,0
1844.432,0.773,850,28.08,0.029,-0.043,1.024,-0.001,-0.001,0
1844.492,0.741,850,28.08,0.044,-0.048,1.023,0,0,0
1844.582,0.741,850,28.09,0.046,-0.042,1.017,0,-0.002,0
1844.642,0.705,850,28.040001,0.06,-0.037,1.019,-0.001,-0.001,0
1844.702,0.676,850,28.09,0.06,-0.037,1.022,0,0,0
1844.762,0.676,850,28.08,0.062,-0.05,1.029,-0.002,0,0
1844.822,0.719,850,28.040001,0.06,-0.041,1.029,-0.001,0,0
1844.912,0.759,850,28.08,0.058,-0.048,1.015,-0.001,0,0
1844.972,0.789,850,28.049999,0.031,-0.048,1.021,0,-0.002,0
1845.062,0.789,850,28.09,0.031,-0.048,1.015,0,-0.001,0
1845.122,0.748,850,28.08,0.06,-0.037,1.022,0,0,0
1845.212,0.715,850,28.09,0.033,-0.037,1.021,-0.001,0,0
1845.272,0.715,850,28.08,0.045,-0.048,1.022,-0.001,0,0
1845.332,0.685,850,28.049999,0.046,-0.042,1.015,0,0,0
1845.362,0.685,850,28.040001,0.046,-0.042,1.015,0,0,0
1845.392,0.65,850,28.040001,0.062,-0.048,1.029,0,0,-0.001
1845.452,0.65,850,28.08,0.06,-0.041,1.027,0,-0.001,0
1845.542,0.695,850,28.040001,0.06,-0.042,1.024,0,0,0
1845.602,0.736,850,28.08,0.046,-0.037,1.029,-0.002,-0.003,0
1845.692,0.761,850,28.08,0.058,-0.037,1.015,0,0,0
1845.752,0.761,850,28.08,0.045,-0.042,1.029,-0.001,0,0
1845.842,0.73,850,28.040001,0.045,-0.042,1.02,0,0,-0.001
1845.902,0.691,850,28.08,0.045,-0.041,1.013,0,-0.001,0
1845.962,0.691,850,28.08,0.045,-0.042,1.015,-0.002,0,-0.001
1845.992,0.655,850,28.09,0.045,-0.042,1.015,-0.002,0,-0.001
1846.022,0.655,850,28.09,0.044,-0.05,1.019,0,0,0
1846.082,0.629,850,28.08,0.031,-0.037,1.022,0,0,0
1846.172,0.671,850,28.08,0.044,-0.048,1.027,0,0,0
1846.232,0.671,850,28.08,0.06,-0.037,1.021,0,0,0
